,step,average_time,average_reward
0,0,3.1505006839054164,0.06866162662248611
1,1,3.0770754959419,0.06866162662248611
2,2,3.065047806418429,0.06866162662248611
3,3,3.011415731121692,0.066208368052325
4,4,2.975401601951112,0.06866162662248611
5,5,3.0301552245831576,0.06866162662248611
6,6,2.9977221429316185,0.06866162662248611
7,7,2.9878424414011153,0.06866162662248611
8,8,2.98313920721025,0.06866162662248611
9,9,2.939472969286197,0.06866162662248611
10,10,2.943165945940898,0.06866162662248611
11,11,2.962390789451552,0.06866162662248611
12,12,2.9346656861145353,0.06866162662248611
13,13,2.9487802336708357,0.06866162662248611
14,14,2.9348533520662636,0.06866162662248611
15,15,2.9442098852506318,0.06866162662248611
16,16,3.011765553023287,0.06866162662248611
17,17,2.857962200713704,0.06866162662248611
18,18,2.862331059506996,0.06866162662248611
19,19,2.857771963726072,0.06866162662248611
20,20,2.9051568961207086,0.06866162662248611
21,21,2.876676642392522,0.06866162662248611
22,22,2.879594520044157,0.06866162662248611
23,23,2.9277419329205943,0.06866162662248611
24,24,2.9013037715110275,0.06866162662248611
25,25,2.8984882728332835,0.06866162662248611
26,26,2.8572411195423775,0.06866162662248611
27,27,2.8603187073515963,0.06866162662248611
28,28,2.864462680708987,0.06866162662248611
29,29,2.9030288501348243,0.06866162662248611
30,30,2.9034704654634798,0.06866162662248611
31,31,2.885845940372088,0.06866162662248611
32,32,2.8799759566366117,0.06866162662248611
33,33,2.8786793324855435,0.06479560895670483
34,34,2.849664638415833,0.06866162662248611
35,35,2.8448398936563177,0.06866162662248611
36,36,2.8310113229599807,0.06866162662248611
37,37,2.8478423733926745,0.06866162662248611
38,38,2.8613613087717806,0.06479560895670483
39,39,2.8304397234221885,0.06866162662248611
40,40,2.812640599254375,0.06866162662248611
41,41,2.808701479925049,0.06866162662248611
42,42,2.807814329941614,0.06866162662248611
43,43,2.819864048757302,0.06866162662248611
44,44,2.83131080025257,0.06866162662248611
45,45,2.874768815236939,0.06866162662248611
46,46,2.826199375033995,0.06479560895670483
47,47,2.796636539037696,0.06866162662248611
48,48,2.8227647784582115,0.06866162662248611
49,49,2.8219046265403858,0.06866162662248611
50,50,2.792473302958979,0.06866162662248611
51,51,2.7960162341335217,0.06866162662248611
52,52,2.774823375354152,0.06866162662248611
53,53,2.7766100004247862,0.06866162662248611
54,54,2.7837200566821765,0.06866162662248611
55,55,2.78588235730304,0.06866162662248611
56,56,2.7751684986665035,0.06866162662248611
57,57,2.7726426283393653,0.06866162662248611
58,58,2.770317004142634,0.06866162662248611
59,59,2.7765769736486807,0.06866162662248611
60,60,2.7758485835732274,0.06866162662248611
61,61,2.8176865107722584,0.06866162662248611
62,62,2.7681034155462148,0.06866162662248611
63,63,2.78417705720143,0.06866162662248611
64,64,2.767308026179826,0.06866162662248611
65,65,2.7698997306777637,0.06866162662248611
66,66,2.7875881962046103,0.06866162662248611
67,67,2.7795790039916457,0.06866162662248611
68,68,2.7793051882076254,0.06866162662248611
69,69,2.770361754289585,0.06866162662248611
70,70,2.7697330717196196,0.06866162662248611
71,71,2.770664699198244,0.06866162662248611
72,72,2.764339050304629,0.06866162662248611
73,73,2.77922390540573,0.06866162662248611
74,74,2.765381950039938,0.06866162662248611
75,75,2.8004254699836038,0.06866162662248611
76,76,2.768496075286043,0.06866162662248611
77,77,2.766400451386163,0.06866162662248611
78,78,2.7616608969278267,0.06866162662248611
79,79,2.7551475020824663,0.06866162662248611
80,80,2.7500197683655117,0.06866162662248611
81,81,2.761499719431323,0.06866162662248611
82,82,2.75325332564487,0.06866162662248611
83,83,2.7540086345985966,0.06866162662248611
84,84,2.764765412608708,0.06866162662248611
85,85,2.771456114757325,0.06866162662248611
86,86,2.765895553410253,0.06866162662248611
87,87,2.7667039949320644,0.06866162662248611
88,88,2.786407741393798,0.06866162662248611
89,89,2.7759533839721984,0.06866162662248611
90,90,2.766052240677938,0.06866162662248611
91,91,2.7705963819457584,0.06866162662248611
92,92,2.7417481235130414,0.06866162662248611
93,93,2.7680591232132254,0.06866162662248611
94,94,2.781163995391907,0.06866162662248611
95,95,2.781307069673289,0.06866162662248611
96,96,2.754810652144568,0.06866162662248611
97,97,2.753912692927601,0.06866162662248611
98,98,2.7549623518730586,0.06866162662248611
99,99,2.767986896286118,0.06866162662248611
100,100,2.732163138540583,0.06866162662248611
101,101,2.730089689437738,0.06866162662248611
102,102,2.724031218720325,0.06866162662248611
103,103,2.7092976277592293,0.09200667926166262
104,104,2.7443764267043345,0.09200667926166262
105,105,2.7057931170124085,0.09200667926166262
106,106,2.7200810245305322,0.09200667926166262
107,107,2.720767448401648,0.09200667926166262
108,108,2.704376369022684,0.09200667926166262
109,109,2.6937945912556436,0.09200667926166262
110,110,2.7029695333186976,0.09200667926166262
111,111,2.7132530929761494,0.09200667926166262
112,112,2.7715855759824213,0.09200667926166262
113,113,2.7506491227639867,0.09200667926166262
114,114,2.758637794125794,0.09200667926166262
115,115,2.701648713001968,0.09200667926166262
116,116,2.699378280923381,0.09200667926166262
117,117,2.7131063635345254,0.09200667926166262
118,118,2.703288176032763,0.09200667926166262
119,119,2.7595631618206156,0.09200667926166262
120,120,2.7520984170538942,0.09200667926166262
121,121,2.706250633859066,0.09200667926166262
122,122,2.7515578314449574,0.09200667926166262
123,123,2.699598802608274,0.09200667926166262
124,124,2.706613989076525,0.09200667926166262
125,125,2.7490700418944605,0.09200667926166262
126,126,2.7916513785446226,0.09200667926166262
127,127,2.7227578533388423,0.09200667926166262
128,128,2.7009393521750327,0.09200667926166262
129,129,2.710277141907258,0.09200667926166262
130,130,2.707778993960558,0.09200667926166262
131,131,2.6923099272373863,0.09200667926166262
132,132,2.748597720461007,0.09200667926166262
133,133,2.7615411192401687,0.09200667926166262
134,134,2.7290442756871487,0.09200667926166262
135,135,2.7030417288748723,0.09200667926166262
136,136,2.706466995349168,0.09200667926166262
137,137,2.703435343295421,0.09200667926166262
138,138,2.71195887548577,0.09200667926166262
139,139,2.697991121792065,0.09200667926166262
140,140,2.7175147350647113,0.09200667926166262
141,141,2.7387977891518456,0.09200667926166262
142,142,2.787799573928245,0.09200667926166262
143,143,2.711965558494027,0.09200667926166262
144,144,2.725711172227452,0.09200667926166262
145,145,2.737866666676665,0.09200667926166262
146,146,2.7201789743469567,0.09200667926166262
147,147,2.708410532122273,0.09200667926166262
148,148,2.7518734032081693,0.09200667926166262
149,149,2.7532736484301363,0.09200667926166262
150,150,2.7050056516100756,0.09200667926166262
151,151,2.722422701304892,0.09200667926166262
152,152,2.7222754158852416,0.09200667926166262
153,153,2.7141853934298164,0.09200667926166262
154,154,2.7137177975454816,0.09200667926166262
155,155,2.722667116718734,0.09200667926166262
156,156,2.721644480224866,0.09200667926166262
157,157,2.7519919776351647,0.09200667926166262
158,158,2.717933801447928,0.09200667926166262
159,159,2.715741239529083,0.09200667926166262
160,160,2.767527941788289,0.09200667926166262
161,161,2.7563966150359946,0.09200667926166262
162,162,2.7515228563146334,0.09200667926166262
163,163,2.760856224880276,0.09200667926166262
164,164,2.7533986883825925,0.09200667926166262
165,165,2.7716969830997455,0.09200667926166262
166,166,2.7005982838440277,0.09200667926166262
167,167,2.7345595751221228,0.09200667926166262
168,168,2.7119469074793967,0.09200667926166262
169,169,2.692812493951014,0.09200667926166262
170,170,2.6894160544624643,0.09200667926166262
171,171,2.701524573623903,0.09200667926166262
172,172,2.6930568476126138,0.09200667926166262
173,173,2.6925672711354256,0.09200667926166262
174,174,2.7008935767329882,0.09200667926166262
175,175,2.6952573244747406,0.09200667926166262
176,176,2.7388459762564983,0.09200667926166262
177,177,2.700431118920498,0.09200667926166262
178,178,2.6983357554961622,0.09200667926166262
179,179,2.7543136224270075,0.09200667926166262
180,180,2.7121906974261516,0.09200667926166262
181,181,2.701543762155578,0.09200667926166262
182,182,2.687413087021556,0.09200667926166262
183,183,2.7160201349354534,0.09200667926166262
184,184,2.7095913084304146,0.09200667926166262
185,185,2.719684327316343,0.09200667926166262
186,186,2.7219905698264477,0.09200667926166262
187,187,2.702178909068484,0.09200667926166262
188,188,2.7156744087700617,0.09200667926166262
189,189,2.7090663840140876,0.09200667926166262
190,190,2.736299226029565,0.09200667926166262
191,191,2.740812849627239,0.09200667926166262
192,192,2.683894751414538,0.09200667926166262
193,193,2.703318460295609,0.09200667926166262
194,194,2.6960190794391083,0.09200667926166262
195,195,2.72217897143804,0.09200667926166262
196,196,2.712565864318379,0.09200667926166262
197,197,2.734843283436356,0.09200667926166262
198,198,2.712432542008167,0.09200667926166262
199,199,2.705739833161674,0.09200667926166262
200,200,2.701494753172765,0.09200667926166262
201,201,2.7325130670473317,0.09200667926166262
202,202,2.733444298652955,0.09200667926166262
203,203,2.7308529727417024,0.09200667926166262
204,204,2.688550795189766,0.09200667926166262
205,205,2.6894753670754157,0.09200667926166262
206,206,2.6958824058075277,0.09200667926166262
207,207,2.685061244041897,0.09200667926166262
208,208,2.6829246322112508,0.09200667926166262
209,209,2.7427338261186893,0.09200667926166262
210,210,2.6918192146580457,0.09200667926166262
211,211,2.6912280920324805,0.09200667926166262
212,212,2.6882401763158645,0.09200667926166262
213,213,2.687611580044616,0.09200667926166262
214,214,2.697624819501938,0.09200667926166262
215,215,2.703213145350649,0.09200667926166262
216,216,2.6893817544624494,0.09200667926166262
217,217,2.692067737964588,0.09200667926166262
218,218,2.6909510849930043,0.09200667926166262
219,219,2.6914854377957655,0.09200667926166262
220,220,2.6807053624359836,0.09200667926166262
221,221,2.698296373515135,0.09200667926166262
